movieId,title,genres,director,cast
1237,Vaa Pagandaya,Romance,Jayakumar Balaraman,"Vijaya Dinesh, Arthika, Ajit Koli"
1238,Park,"Thriller, Horror",E.K.Murugan,"Thaman Kumar, Swetha Dorathy, Pandi"
1239,The Proof,"Action, Crime, Thriller",I Radhika,"Sai Dhanshika, Rudhvir Vadhan, Mime Gopi"
1240,Teenz,"Drama, Adventure, Thriller",R. Parthiban,"Kritika Balasubramanian, Vishrutha, D Amruutha"
1241,Vallavan Vaguthathada,"Crime, Drama, Thriller",Vinayek Durai,"Tej Charanraj, Regin Rose, Rajesh Balachandiran"
1242,Iravin kangal,"Science Fiction, Thriller",Pop Suresh,"Pop Suresh, Dolly Aishwarya, Giri Dwarakish"
1243,Kaaduvetty,"Drama, Action",Solai Arumugam,"R. K. Suresh, Sangeerthana Vipin, Subramaniam Siva"
1244,Mangai,Drama,Gubenthiran Kamatchi,"Anandhi, Dushyanth Jayaprakash, Adithya Kathir"
1245,Dhonima,Drama,Jagadeesan Subu,"Kaali Venkat, Roshini Prakash, Vishav Raj"
1246,Aalakaalam,Drama,Jaya Krishnamoorthy,"Easwari Rao, Jaya Krishnamoorthy, Chandhini Tamilarasan"
1247,Marakkuma Nenjam,Drama,Raako.Yoagandran,"Rakshan, KPY Dheena, Malina Atul"
1248,Pagalariyaan,Thriller,Murugan Raj,"Vetri, Akshaya Kandamuthan, Boxer Dheena"
1249,Sevappi,Drama,M. S. Raaja Rajeshwaran,"Rishikanth, Poornima Ravi, Shravan Athvethan"
1250,Project One,Comedy,Sayuj,"Harsha Gupta, Kshitij Thomas, unknown"
1251,Byri: Pagam 1,"Action, Drama",John Glady,"Syed Majeed, Meghana Ellen, Viji Sekar"
1252,Unarvugal Thodarkadhai,"Romance, Drama",Balu Sharma,"Hrishikesh, Sherlin Seth, Saathvika Raj"
1253,Laandhar,"Crime, Thriller",Sajisaleem,"Vidharth, Swetha Dorathy, Vipin Mangalashery"
1254,Pithala Maathi,"Comedy, Romance",Manika Vidya,"Umapathy Ramaiah, Samskruthy Shenoy, Vinutha Lal"
1255,Kazhu Maram,Drama,Kottachi,"Kottachi, Pandi Selvam, Tamil Barathi"
1256,PEI KADHAI 2,"Horror, Comedy",MURALIDHARAN,"AAKASH, AVINASH, unknown"
1257,OFF-SCREEN,"Romance, Comedy",Abhiraj C K,"Sai srikanth, Suganya Mohan, unknown"
1258,Kurangu Pedal,Drama,Kamalakannan,"Kaali Venkat, Jensan Diwakar, Prasanna Balachandran"
1259,Kaa,Thriller,Nanjil,"Andrea Jeremiah, Salim Ghouse, unknown"
1260,Kaazh,Thriller,Mohanraj V J,"Yugendran, Siddarth Anbarasu, Mimi Leonard"
1261,Singappenney,,J. S. B. Sathish Kumar,"Shilpa Manjunath, Aarthi Saravana Kumar, A. Venkatesh"
1262,Pitha 23:23,"Crime, Thriller",S. Sugan Kumar,"Aadesh Bala, Anu Krishna, Chaams"
1263,Finder,Thriller,Vinoth Rajendran,"Charle, Sentrayan, Vinoth Rajendran"
1264,Amigo,"Fantasy, Horror, Thriller",Praveen Kumar B,"Arjun Somayajula, Chandhini Tamilarasan, Suvitha Rajendran"
1265,Enimey Nangadha Head Lines,Action,Saipraba Meena,"Devalla Kavitha, Anna Asha, Sangeetha Munikrishnan"
1266,Never Escape,Thriller,Dsri Aravind Deva Raj,"Robert, Adhi Prithvi, Harshini Harres Prabu"
1267,Crimes and Diamonds,Crime,Vidhun Chandragupthan,"Mukesh, Boopathy Matesh, S Kishore Kumar"
1268,Kumbaari,"Romance, Comedy",Kevin Joseph,"Vijay Vishwa, Naleef Gea, Mahana Sanjeevi"
1269,THE ROOTS OF THE LEGS,"Documentary, Drama",Lingeshwer S,"Subaya, Dhanush kumar, John"
1270,Unmai Kadhai,Thriller,Prashanth Swaminathan,"Jayanth V, Udhayabanu Mageswaran, unknown"
1271,Niyathi,"Crime, Thriller",Naveen Kumar,"Naveen Kumar, Anjana Babu, Theni Murugan"
1272,Netru Indha Neram,"Mystery, Thriller",Sai Roshan K.R,"Shariq Hassan, Haritha laxman, Monica Ramesh"
1273,Amma's Pride,Documentary,Shiva Krish,"unknown, unknown, unknown"
1274,Naanum Oru Azhagi,"Romance, Drama",Pozhikkarayan .K,"K. Arun, J. Megna, S. Rajadurai"
1275,Rambai Sonna Kadhai,Drama,Diwakar Vijayakumar,"Uvais Khan, Dharshini, Nijo"
1276,Oozhi,"History, Drama",Ranjith Joseph,"Akash Thiyagalingam, Theepachelvan, Vanitha Senathirajah"
1277,Sathamindri Mutham Tha,"Romance, Thriller",Rajdev,"Srikanth, Priyanka Thimmesh, Hareesh Peradi"
1278,Aranam,"Horror, Crime, Thriller",Priyan,"Priyan, Varsha Saravanakumar, Laguparan"
1279,Birthday Bumps,"Drama, Comedy",Kamalesh Indira,"Deepak Karthikeya, Roshaan, Manoranjan"
1280,Emagadhagan,Drama,Kishan Raj,"Karthik Sriram, Rashmitha Hiwary, Vattakara Satheesh"
1281,Time,"Science Fiction, Drama",Eashwar Gopala Krishnan,"Devagaash, K S Suresh, Sathvika"
1282,Living Faith,Drama,Austin Solomon Raj,"Austin Solomon Raj, Jhewin Frank, Melvin Isaac"
1283,Kathir,"Mystery, Horror, Thriller",N Praveen,"Kanchivan, Abrar, Bala Viknesh"
1284,Journey,Documentary,Visakesa Chandrasekaram,"unknown, unknown, unknown"
1285,Ingu Mirugangal VaazhumIdam,"Crime, Thriller",S. Sasikumar,"Fine John, Sreedevi Unnikrishnan, unknown"
1286,Eppura,Comedy,AR Raajesh,"Vijay Murugan, Pradeep Selvaraj, Kartikshiva"
1287,Fire on Water,Drama,Sun-J Perumal,"unknown, unknown, unknown"
1288,Maatna Gaali,"Crime, Comedy, Thriller",N Praveen,"Mukesh, KK, Boopathy Matesh"
1289,Rail,"Drama, Family",Unknown,"unknown, unknown, unknown"
1290,Glassmates,"Comedy, Drama",Unknown,"unknown, unknown, unknown"
